ageOfWife;ageOfHusband;AgeOfWife1stbirth;AgeofHusband1stbirth;educationWife;educationHusband;FrequencyInternetWife;FrequencyInternetHusband;Wealth;TypeofPlace;Totalchildren;Agechild;Sexthefirstchild
20;21;19;21;Secondary;Primary;onceAweek;NotAtAll;Poorer;Rural;1;0;F
31;36;22;28;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;9;F
26;29;19;26;Higher;Primary;LessThanOnceAweek;NotAtAll;Poorest;Rural;2;7;M
31;38;15;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;16;F
30;31;21;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;9;F
30;30;25;25;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;5;M
36;37;21;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;15;F
49;52;37;40;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;12;M
40;33;23;28;Secondary;Secondary;AlmostEveryday;LessThanOnceAweek;Richer;Urban;4;17;F
29;29;19;20;Higher;Higher;AlmostEveryday;AlmostEveryday;Richer;Urban;2;9;M
36;43;21;27;Higher;Secondary;NotAtAll;At least once a week;Middle;Urban;2;15;M
40;47;17;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;22;M
41;41;33;33;Higher;Secondary;AlmostEveryday;NotAtAll;Middle;Rural;4;8;M
33;36;20;24;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;12;M
30;38;14;22;Primary;Primary;NotAtAll;NotAtAll;Richer;Rural;4;16;F
33;35;21;23;Secondary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;12;F
40;49;21;30;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Rural;2;19;M
44;45;12;25;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;31;M
32;34;22;24;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;9;M
47;53;22;29;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;3;24;M
39;52;20;32;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;6;18;M
38;39;21;22;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;17;F
35;41;25;31;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;9;F
36;37;21;21;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;15;F
38;43;19;27;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;19;M
27;36;17;26;Secondary;Higher;NotAtAll;LessThanOnceAweek;Poorest;Rural;3;10;M
41;54;16;30;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;25;M
42;45;25;41;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;16;M
29;34;23;29;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Poorest;Rural;2;6;M
46;45;23;23;Higher;Higher;NotAtAll;AlmostEveryday;Richest;Urban;4;23;F
47;45;27;26;Higher;Secondary;NotAtAll;AlmostEveryday;Middle;Urban;3;19;M
42;32;19;24;Secondary;No education;NotAtAll;NotAtAll;Poorest;Urban;3;22;M
32;33;26;27;Higher;Secondary;AlmostEveryday;NotAtAll;Richer;Urban;2;5;F
31;46;16;32;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;14;M
42;48;41;47;Higher;Higher;AlmostEveryday;At least once a week;Middle;Urban;1;1;F
41;46;24;30;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;16;F
31;39;18;26;Secondary;Higher;onceAweek;NotAtAll;Middle;Rural;3;13;M
20;35;17;32;Secondary;Primary;AlmostEveryday;AlmostEveryday;Middle;Urban;1;2;M
35;37;29;31;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Middle;Urban;2;5;F
37;45;28;35;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;9;F
32;32;18;17;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;4;13;M
18;20;17;18;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;1;1;M
23;27;18;23;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Urban;3;4;M
24;25;24;25;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;0;M
34;38;24;27;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;9;F
39;50;27;38;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;11;M
37;36;33;32;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;4;M
36;36;30;30;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;6;M
42;45;16;19;Primary;Primary;NotAtAll;NotAtAll;Richest;Urban;5;26;F
46;49;24;28;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;5;21;F
44;46;34;38;Higher;Secondary;AlmostEveryday;NotAtAll;Richest;Urban;2;9;F
43;39;28;24;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;15;M
28;28;20;20;Secondary;Primary;AlmostEveryday;AlmostEveryday;Poorer;Urban;1;7;F
47;47;20;20;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;5;27;M
22;25;21;24;Primary;Primary;onceAweek;AlmostEveryday;Poorer;Urban;1;0;F
38;37;25;23;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;2;13;F
28;32;23;27;Secondary;Higher;AlmostEveryday;LessThanOnceAweek;Richest;Urban;2;5;F
33;40;22;24;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;1;11;F
44;54;20;30;No education;No education;NotAtAll;NotAtAll;Poorer;Urban;6;24;M
33;30;22;18;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;4;11;F
38;37;35;34;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;3;M
35;39;20;26;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;15;F
29;24;26;21;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;2;M
28;28;21;20;Secondary;Higher;AlmostEveryday;AlmostEveryday;Middle;Urban;3;6;F
37;42;21;99;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;4;15;M
27;23;22;19;Primary;Secondary;AlmostEveryday;AlmostEveryday;Middle;Urban;2;4;F
48;50;22;23;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;3;26;M
27;34;24;31;Higher;Higher;onceAweek;AlmostEveryday;Richest;Urban;2;3;F
33;33;19;20;Secondary;Primary;NotAtAll;AlmostEveryday;Richer;Urban;2;13;F
25;32;19;26;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Urban;2;6;M
36;37;22;24;Primary;Primary;NotAtAll;AlmostEveryday;Poorer;Urban;3;13;F
38;42;23;27;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;3;15;F
35;36;28;29;Primary;Primary;NotAtAll;AlmostEveryday;Richer;Urban;3;6;F
42;50;22;30;Secondary;Higher;NotAtAll;AlmostEveryday;Richest;Urban;2;20;M
37;40;27;30;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;9;M
40;43;29;26;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Urban;2;11;M
33;30;25;23;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Urban;2;7;M
32;31;29;28;Primary;Secondary;AlmostEveryday;AlmostEveryday;Poorer;Urban;1;3;F
48;47;28;27;Higher;Secondary;AlmostEveryday;At least once a week;Richest;Urban;2;20;F
34;37;32;35;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;0;F
45;54;24;33;Secondary;Higher;onceAweek;NotAtAll;Richest;Urban;1;21;M
45;45;32;32;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;3;13;M
42;51;17;27;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;4;25;M
39;37;36;35;Secondary;Higher;NotAtAll;NotAtAll;Middle;Urban;1;2;F
36;46;30;40;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;6;M
20;33;18;22;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;2;M
16;21;16;21;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;0;F
29;33;18;23;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;10;F
44;45;19;21;Primary;Secondary;NotAtAll;NotAtAll;Middle;Rural;5;24;M
35;43;20;28;Higher;Higher;AlmostEveryday;At least once a week;Richest;Rural;4;14;F
46;44;20;19;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;25;F
35;38;19;22;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;15;F
32;36;27;31;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;5;F
23;29;19;25;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;4;M
29;33;18;22;Secondary;Secondary;NotAtAll;At least once a week;Poorest;Rural;2;10;M
48;49;20;23;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;4;27;F
36;44;17;25;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;18;F
34;35;24;25;Secondary;Secondary;NotAtAll;At least once a week;Poorest;Urban;4;10;F
47;47;22;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;4;25;M
31;33;22;29;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Urban;3;8;M
42;44;20;21;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;8;22;M
43;49;17;26;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;8;26;F
40;44;19;24;No education;Secondary;NotAtAll;NotAtAll;Poorer;Rural;5;20;F
36;24;20;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;16;F
25;28;17;17;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;7;M
44;47;27;30;Secondary;Higher;NotAtAll;At least once a week;Poorer;Rural;2;17;F
44;50;24;30;Primary;Secondary;NotAtAll;NotAtAll;Richest;Rural;2;20;F
19;22;17;20;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;2;F
30;32;22;26;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;8;F
35;39;18;22;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Richer;Rural;2;16;M
49;47;17;22;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;5;31;F
35;39;23;28;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Rural;2;12;M
22;28;20;27;Secondary;Secondary;onceAweek;onceAweek;Middle;Rural;1;1;F
35;38;22;24;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;12;F
27;34;17;24;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Poorer;Rural;2;10;F
41;47;28;15;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;4;11;F
40;34;38;33;Secondary;Higher;onceAweek;NotAtAll;Richer;Urban;1;1;M
35;37;21;20;Higher;Higher;AlmostEveryday;NotAtAll;Richer;Rural;4;14;F
29;32;20;23;Secondary;Secondary;onceAweek;LessThanOnceAweek;Middle;Rural;3;9;M
29;37;16;25;Higher;Secondary;LessThanOnceAweek;NotAtAll;Poorer;Rural;2;12;F
29;30;25;26;Secondary;Secondary;AlmostEveryday;NotAtAll;Poorest;Rural;1;3;M
24;28;18;23;Secondary;Higher;onceAweek;LessThanOnceAweek;Poorer;Rural;1;5;M
44;39;16;18;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;28;F
34;41;18;24;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;16;F
24;28;23;27;Higher;Higher;onceAweek;LessThanOnceAweek;Richest;Rural;1;0;F
30;36;17;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;13;F
47;46;19;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;28;F
30;45;16;31;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;14;F
22;31;21;29;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;1;M
43;47;24;23;Secondary;Secondary;onceAweek;AlmostEveryday;Richest;Urban;3;18;M
34;34;24;25;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richer;Urban;3;9;F
31;32;22;25;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;8;M
28;27;25;24;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;1;3;F
41;44;24;22;Secondary;Secondary;onceAweek;AlmostEveryday;Richest;Urban;3;17;M
34;42;19;27;Secondary;Secondary;AlmostEveryday;NotAtAll;Richer;Urban;2;15;M
39;47;19;27;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;19;M
37;39;19;20;Secondary;Primary;NotAtAll;NotAtAll;Middle;Urban;5;18;M
25;26;22;23;Secondary;Primary;NotAtAll;NotAtAll;Richer;Urban;2;3;M
21;19;17;18;Secondary;Primary;onceAweek;NotAtAll;Poorest;Urban;2;4;F
49;52;21;24;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Urban;5;28;M
29;32;25;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;1;4;M
36;34;23;21;Secondary;Primary;NotAtAll;NotAtAll;Richer;Rural;2;13;F
48;50;27;30;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;21;M
36;44;23;32;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;12;M
33;40;24;31;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;9;M
25;27;16;18;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;9;F
41;41;20;20;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;20;F
40;44;18;23;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;21;M
36;39;23;26;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;13;F
24;21;19;17;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;4;F
34;36;27;29;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;7;M
43;50;17;24;Secondary;No education;NotAtAll;NotAtAll;Poorest;Rural;5;26;F
42;51;19;29;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Rural;4;22;F
40;41;19;19;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;21;M
31;32;20;21;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;10;M
41;41;25;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;16;F
49;51;24;26;Primary;Secondary;NotAtAll;NotAtAll;Middle;Rural;4;25;F
34;37;21;24;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;12;M
32;31;24;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;7;F
33;39;16;27;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Middle;Rural;3;17;F
30;36;23;29;Higher;Secondary;LessThanOnceAweek;LessThanOnceAweek;Richer;Rural;2;7;F
29;35;17;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;11;M
33;33;19;19;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;3;13;F
31;30;19;18;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;11;M
24;32;20;27;Secondary;Higher;AlmostEveryday;AlmostEveryday;Middle;Rural;1;4;F
41;46;24;28;Higher;Secondary;NotAtAll;NotAtAll;Richer;Rural;3;17;M
28;34;20;26;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Poorer;Urban;1;8;F
37;40;19;22;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;17;M
36;40;16;25;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Urban;4;20;M
30;31;24;26;Secondary;Secondary;AlmostEveryday;LessThanOnceAweek;Poorer;Urban;1;5;F
31;33;20;22;Secondary;Primary;onceAweek;AlmostEveryday;Middle;Rural;3;11;F
41;42;21;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;19;F
36;42;15;21;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;21;M
36;40;21;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;15;M
44;43;21;20;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;23;M
26;27;23;24;Secondary;Primary;onceAweek;AlmostEveryday;Poorest;Rural;1;2;M
43;48;16;22;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;27;F
40;49;16;24;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;24;M
34;35;21;21;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;6;F
31;34;15;32;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;15;M
22;31;20;29;Secondary;Secondary;AlmostEveryday;NotAtAll;Poorest;Rural;1;1;M
33;38;15;20;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;4;17;M
32;44;18;17;Secondary;Primary;NotAtAll;LessThanOnceAweek;Poorer;Rural;2;14;F
29;30;20;21;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;9;F
47;53;22;26;Secondary;Higher;NotAtAll;At least once a week;Richest;Rural;3;25;F
24;32;19;28;Higher;Higher;onceAweek;onceAweek;Middle;Rural;1;4;F
27;23;26;21;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;0;F
32;35;28;31;Higher;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;4;F
25;30;18;23;Secondary;Higher;AlmostEveryday;NotAtAll;Richer;Rural;1;7;F
46;49;23;28;Primary;Primary;NotAtAll;NotAtAll;Richer;Rural;4;20;M
39;42;19;25;Secondary;Primary;NotAtAll;NotAtAll;Richer;Rural;3;20;F
33;48;16;23;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Rural;3;16;F
29;36;19;21;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;10;M
46;42;39;34;Primary;No education;NotAtAll;NotAtAll;Poorer;Rural;1;7;M
39;42;18;21;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;21;F
33;40;14;21;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;3;18;F
35;42;27;35;Higher;Higher;onceAweek;onceAweek;Richer;Rural;2;7;M
47;47;23;21;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;19;M
38;39;20;21;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Rural;4;17;F
40;47;19;25;Secondary;Higher;NotAtAll;NotAtAll;Poorest;Rural;5;20;F
47;52;25;30;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;4;22;F
31;30;24;24;Higher;Secondary;onceAweek;onceAweek;Poorer;Rural;2;6;M
24;26;22;25;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;1;1;F
33;40;27;34;Secondary;Secondary;AlmostEveryday;At least once a week;Richest;Rural;3;5;F
24;32;17;32;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;7;M
23;27;21;25;Secondary;Secondary;AlmostEveryday;At least once a week;Middle;Rural;1;1;M
37;42;15;23;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;6;21;M
41;46;22;27;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;3;19;M
29;46;26;37;Secondary;Secondary;LessThanOnceAweek;LessThanOnceAweek;Middle;Urban;2;1;F
24;33;17;26;No education;Secondary;NotAtAll;NotAtAll;Poorest;Urban;3;6;M
41;37;16;18;No education;No education;NotAtAll;NotAtAll;Poorest;Rural;6;25;F
39;42;26;29;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;12;F
34;36;18;21;Secondary;Secondary;NotAtAll;At least once a week;Poorest;Rural;1;15;M
38;41;23;27;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;10;M
24;33;16;25;Primary;Secondary;NotAtAll;At least once a week;Poorest;Rural;2;8;M
33;34;19;21;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;13;F
40;45;15;20;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;24;M
28;36;20;30;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;7;F
22;33;17;25;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;5;F
45;51;15;20;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;10;30;F
20;20;19;19;Secondary;Secondary;LessThanOnceAweek;AlmostEveryday;Poorest;Rural;1;0;F
26;25;18;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;7;F
44;48;22;26;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;21;M
33;50;17;34;Secondary;Higher;NotAtAll;NotAtAll;Poorer;Rural;5;15;F
32;34;24;26;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;8;M
41;44;22;26;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;18;F
29;27;20;17;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;9;M
49;51;25;28;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;23;M
38;44;20;44;Primary;No education;NotAtAll;NotAtAll;Poorest;Rural;3;17;F
37;48;33;45;No education;No education;NotAtAll;NotAtAll;Poorest;Rural;1;3;M
40;45;20;25;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;6;19;M
21;18;19;17;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;1;M
23;24;23;24;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Poorest;Rural;1;0;F
20;26;20;26;Secondary;Higher;onceAweek;onceAweek;Poorest;Rural;1;0;M
35;41;30;36;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;5;M
42;35;34;28;Higher;Secondary;LessThanOnceAweek;NotAtAll;Poorer;Rural;2;7;F
18;21;16;19;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Poorest;Rural;1;2;M
34;36;18;20;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;16;F
28;35;13;21;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;4;15;M
23;27;19;23;Primary;Secondary;NotAtAll;At least once a week;Poorest;Rural;1;4;F
43;52;22;31;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;21;M
22;29;18;25;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;1;3;M
36;46;23;34;Secondary;Higher;LessThanOnceAweek;At least once a week;Richer;Rural;2;12;M
36;45;20;29;Primary;Primary;NotAtAll;NotAtAll;Richer;Rural;2;16;F
46;49;15;26;Primary;No education;NotAtAll;NotAtAll;Richer;Rural;4;31;F
26;33;18;25;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;8;F
47;41;14;26;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;33;F
32;33;24;25;Secondary;Secondary;NotAtAll;At least once a week;Richer;Rural;2;8;F
40;40;19;20;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;20;F
49;52;18;22;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;29;F
24;25;23;23;Higher;Higher;onceAweek;LessThanOnceAweek;Poorest;Rural;1;1;M
48;54;21;24;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;27;M
45;45;17;17;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;6;21;M
23;32;18;27;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;4;M
45;47;21;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;24;F
45;47;21;21;Secondary;Secondary;NotAtAll;At least once a week;Poorest;Rural;4;23;F
41;43;24;26;Primary;Secondary;NotAtAll;At least once a week;Richer;Urban;4;17;F
36;43;19;26;Secondary;Primary;onceAweek;NotAtAll;Poorer;Urban;4;16;F
27;27;20;21;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Urban;4;4;F
43;44;26;28;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Urban;2;16;F
38;39;20;22;Secondary;Primary;NotAtAll;NotAtAll;Middle;Rural;5;17;M
44;46;17;20;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;8;26;F
42;44;21;20;No education;No education;NotAtAll;NotAtAll;Poorest;Rural;5;20;F
48;50;26;33;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;22;M
30;34;18;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;11;M
34;37;25;27;Secondary;Secondary;NotAtAll;At least once a week;Poorest;Rural;4;9;F
34;37;20;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;13;M
24;34;21;32;Secondary;Secondary;NotAtAll;At least once a week;Poorest;Rural;1;2;F
43;52;17;26;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;6;26;F
35;35;19;19;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;5;16;F
34;28;33;27;Higher;Secondary;AlmostEveryday;NotAtAll;Richer;Urban;1;1;F
49;51;29;31;Higher;Higher;onceAweek;AlmostEveryday;Richest;Urban;3;19;M
47;49;32;34;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;3;15;F
31;33;26;28;Higher;Higher;AlmostEveryday;AlmostEveryday;Richer;Urban;1;4;M
33;31;26;26;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;7;F
27;28;20;21;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Urban;3;6;M
30;32;30;31;Higher;Higher;LessThanOnceAweek;LessThanOnceAweek;Poorer;Urban;1;0;F
31;32;24;25;Higher;Secondary;NotAtAll;At least once a week;Richest;Urban;2;6;M
37;42;26;31;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richer;Urban;2;11;F
35;37;21;23;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Urban;5;8;M
28;29;28;25;Secondary;Secondary;onceAweek;onceAweek;Poorer;Urban;1;0;M
21;27;20;26;Primary;Primary;AlmostEveryday;At least once a week;Poorer;Urban;1;0;M
32;35;28;31;Secondary;Secondary;NotAtAll;At least once a week;Richer;Urban;2;4;F
43;50;18;24;Secondary;Primary;NotAtAll;NotAtAll;Richer;Urban;4;25;M
24;32;16;25;Secondary;Secondary;LessThanOnceAweek;LessThanOnceAweek;Poorer;Urban;1;7;M
44;44;21;20;Higher;Higher;onceAweek;AlmostEveryday;Richest;Urban;3;23;F
37;40;34;37;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;3;M
49;49;35;34;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;14;M
34;30;29;30;Higher;Secondary;NotAtAll;NotAtAll;Richest;Urban;2;4;F
32;38;18;24;Secondary;Secondary;LessThanOnceAweek;At least once a week;Poorest;Urban;6;14;M
34;39;20;25;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;14;F
44;47;25;29;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;4;18;F
34;40;26;33;Secondary;Secondary;onceAweek;onceAweek;Poorer;Urban;2;7;M
29;39;20;30;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Middle;Urban;2;8;F
47;45;20;17;Secondary;Secondary;AlmostEveryday;NotAtAll;Richest;Urban;3;26;M
23;23;21;21;Higher;Secondary;AlmostEveryday;At least once a week;Richest;Urban;1;1;M
35;34;20;20;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;4;14;F
25;30;16;21;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;2;9;M
33;39;21;25;Higher;Higher;NotAtAll;At least once a week;Middle;Urban;4;11;F
